from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years
kushan_empire,Kushan Empire,kamarupa_kingdom,Kamarupa Kingdom,contraction,2,ganges_plain,1,0,0,0,0,0,-25
ghorid_dynasty,Ghorid Sultanate,bengal_sultanate,Bengal Sultanate,contraction,2,ganges_plain,1,0,0,0,1,0,137
kushan_empire,Kushan Empire,kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,contraction,2,indus_valley|khorasan,2,0,0,0,0,0,-145
mughal_empire,Mughal Empire,durrani_empire,Durrani Empire,contraction,2,indus_valley|punjab,2,0,0,0,0,0,-110
mughal_empire,Mughal Empire,pakistan,Pakistan,contraction,2,indus_valley|punjab,2,0,0,0,0,0,90
seleucid_empire,Seleucid Empire,parthian_empire,Parthian Empire (Arsacid),contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-184
abbasid_caliphate,Abbasid Caliphate,saffarid_dynasty,Saffarid Dynasty,contraction,2,iran_plateau|khorasan,2,0,0,0,0,0,-397
abbasid_caliphate,Abbasid Caliphate,buyid_dynasty,Buyid Dynasty,contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-324
abbasid_caliphate,Abbasid Caliphate,jalayirid_sultanate,Jalayirid Sultanate,contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,77
abbasid_caliphate,Abbasid Caliphate,timurid_empire,Timurid Empire,contraction,2,iran_plateau,1,0,0,0,1,0,112
abbasid_caliphate,Abbasid Caliphate,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,116
hotak_dynasty,Hotak Dynasty,zand_dynasty,Zand Dynasty,contraction,2,iran_plateau,1,0,0,0,0,0,13
holy_roman_empire,Holy Roman Empire,kingdom_of_italy,Kingdom of Italy,contraction,2,italy,1,0,0,0,1,0,55
achaemenid_empire,Achaemenid Empire,greco_bactrian_kingdom,Greco-Bactrian Kingdom,contraction,2,khorasan|transoxiana,2,0,0,0,0,0,74
abbasid_caliphate,Abbasid Caliphate,samanid_empire,Samanid Empire,contraction,2,khorasan|transoxiana,2,0,0,0,0,0,-439
safavid_empire,Safavid Empire,durrani_empire,Durrani Empire,contraction,2,khorasan,1,0,0,0,0,0,11
durrani_empire,Durrani Empire,qajar_dynasty,Qajar Dynasty,contraction,2,khorasan,1,0,0,0,0,0,-30
grand_duchy_of_lithuania,Grand Duchy of Lithuania,tsardom_russia,Tsardom of Russia,contraction,2,kievan_rus,1,0,0,0,0,0,-22
golden_horde,Golden Horde,tsardom_russia,Tsardom of Russia,contraction,2,kievan_rus,1,0,0,0,0,0,45
new_kingdom_egypt,New Kingdom Egypt,kingdom_of_israel,United Kingdom of Israel,contraction,2,levant,1,0,0,0,0,0,23
ottoman_empire,Ottoman Empire,kingdom_of_jordan,Hashemite Kingdom of Jordan,contraction,2,levant,1,0,0,0,0,0,24
ottoman_empire,Ottoman Empire,state_of_israel,State of Israel,contraction,2,levant,1,0,0,0,0,0,26
qing_dynasty,Qing Dynasty (Manchu),empire_of_japan,Empire of Japan (Meiji),contraction,2,manchuria,1,0,0,0,0,0,-44
qing_dynasty,Qing Dynasty (Manchu),manchukuo,Manchukuo,contraction,2,manchuria,1,0,0,0,0,0,20
empire_of_japan,Empire of Japan (Meiji),manchukuo,Manchukuo,contraction,2,manchuria,1,0,0,0,0,0,-15
ottoman_empire,Ottoman Empire,republic_of_iraq,Republic of Iraq,contraction,2,mesopotamia,1,0,0,0,0,0,36
qing_dynasty,Qing Dynasty (Manchu),mongolian_peoples_republic,Mongolian People's Republic,contraction,2,mongolian_plateau,1,0,0,0,0,0,12
durrani_empire,Durrani Empire,sikh_empire,Sikh Empire,contraction,2,punjab,1,0,0,0,0,0,-27
hephthalite_empire,Hephthalite Empire,goktürk_khaganate,Göktürk Khaganate,contraction,2,transoxiana,1,0,0,0,0,0,-13
umayyad_caliphate,Umayyad Caliphate,kara_khanid_khanate,Kara-Khanid Khanate,contraction,2,transoxiana,1,0,0,0,1,0,90
qara_khitai,Qara Khitai (Western Liao),khwarazmian_empire,Khwarazmian Empire,contraction,2,transoxiana,1,0,0,0,0,0,-18
akkadian_empire,Akkadian Empire,old_babylonian,Old Babylonian Empire,contraction,2,,0,0,0,1,0,0,260
roman_empire,Roman Empire,lombard_kingdom,Kingdom of the Lombards,contraction,2,,0,0,0,1,0,0,173
hunnic_empire,Hunnic Empire,khazar_khaganate,Khazar Khaganate,contraction,2,,0,0,0,1,0,0,197
rashidun_caliphate,Rashidun Caliphate,tulunid_dynasty,Tulunid Dynasty,contraction,2,,0,0,0,1,0,0,207
rashidun_caliphate,Rashidun Caliphate,ikhshidid_dynasty,Ikhshidid Dynasty,contraction,2,,0,0,0,1,0,0,274
umayyad_caliphate,Umayyad Caliphate,zirid_dynasty,Zirid Dynasty,contraction,2,,0,0,0,1,0,0,222
umayyad_caliphate,Umayyad Caliphate,almoravid_dynasty,Almoravid Dynasty,contraction,2,,0,0,0,1,0,0,290
abbasid_caliphate,Abbasid Caliphate,almohad_caliphate,Almohad Caliphate,contraction,2,,0,0,0,1,0,0,-137
abbasid_caliphate,Abbasid Caliphate,adal_sultanate,Adal Sultanate,contraction,2,,0,0,0,1,0,0,157
abbasid_caliphate,Abbasid Caliphate,saadian_dynasty,Saadian Dynasty,contraction,2,,0,0,0,1,0,0,291
mamluk_sultanate,Mamluk Sultanate,kingdom_of_egypt,Kingdom of Egypt,contraction,2,,0,0,0,1,0,0,288
samanid_empire,Samanid Empire,khwarazmian_empire,Khwarazmian Empire,contraction,2,,0,0,0,1,0,0,201
timurid_empire,Timurid Empire,zand_dynasty,Zand Dynasty,contraction,2,,0,0,0,1,0,0,244
abbasid_caliphate,Abbasid Caliphate,chagatai_khanate,Chagatai Khanate,contraction,2,,0,0,0,0,1,0,-32
cao_wei,Cao Wei,eastern_jin,Eastern Jin Dynasty,displacement,2,,0,0,0,1,0,0,52
cao_wei,Cao Wei,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,155
shu_han,Shu Han,eastern_jin,Eastern Jin Dynasty,displacement,2,,0,0,0,1,0,0,54
shu_han,Shu Han,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,157
eastern_wu,Eastern Wu,northern_dynasties,Northern Dynasties,displacement,2,,0,0,0,1,0,0,106
northern_dynasties,Northern Dynasties,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,-161
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",carthage,Carthage (Phoenician City-State),displacement,2,,0,0,0,1,0,0,-482
nabataean_kingdom,Nabataean Kingdom,palmyrene_empire,Palmyrene Empire,displacement,2,,0,0,0,1,0,0,154
macedonian_empire,Macedonian Empire (Alexander),indo_greek_kingdom,Indo-Greek Kingdom,displacement,2,,0,0,0,1,0,0,143
greco_bactrian_kingdom,Greco-Bactrian Kingdom,indo_greek_kingdom,Indo-Greek Kingdom,displacement,2,,0,0,0,1,0,0,-55
visigothic_kingdom,Visigothic Kingdom,vandal_kingdom,Vandal Kingdom of North Africa,displacement,2,,0,0,0,1,0,0,-282
visigothic_kingdom,Visigothic Kingdom,odoacer_kingdom,Kingdom of Odoacer,displacement,2,,0,0,0,1,0,0,-235
visigothic_kingdom,Visigothic Kingdom,carolingian_empire,Frankish Kingdom / Carolingian Empire,displacement,2,,0,0,0,1,0,0,-225
visigothic_kingdom,Visigothic Kingdom,ostrogothic_kingdom,Ostrogothic Kingdom of Italy,displacement,2,,0,0,0,1,0,0,-218
visigothic_kingdom,Visigothic Kingdom,lombard_kingdom,Kingdom of the Lombards,displacement,2,,0,0,0,1,0,0,-143
visigothic_kingdom,Visigothic Kingdom,holy_roman_empire,Holy Roman Empire,displacement,2,,0,0,0,1,0,0,251
visigothic_kingdom,Visigothic Kingdom,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,255
visigothic_kingdom,Visigothic Kingdom,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,289
vandal_kingdom,Vandal Kingdom of North Africa,odoacer_kingdom,Kingdom of Odoacer,displacement,2,,0,0,0,1,0,0,-57
carolingian_empire,Frankish Kingdom / Carolingian Empire,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,123
carolingian_empire,Frankish Kingdom / Carolingian Empire,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,157
lombard_kingdom,Kingdom of the Lombards,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,192
lombard_kingdom,Kingdom of the Lombards,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,226
holy_roman_empire,Holy Roman Empire,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,-840
holy_roman_empire,Holy Roman Empire,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,-806
kingdom_of_poland,Kingdom of Poland,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,-569
nanda_empire,Nanda Empire,indo_scythian_kingdom,Indo-Scythian Kingdom,displacement,2,,0,0,0,1,0,0,122
vakataka_dynasty,Vakataka Dynasty,gupta_empire,Gupta Empire,displacement,2,,0,0,0,1,0,0,-180
vakataka_dynasty,Vakataka Dynasty,kamarupa_kingdom,Kamarupa Kingdom,displacement,2,,0,0,0,1,0,0,-150
vakataka_dynasty,Vakataka Dynasty,harsha_empire,Harsha Empire,displacement,2,,0,0,0,1,0,0,106
vakataka_dynasty,Vakataka Dynasty,pratihara_dynasty,Pratihara Dynasty,displacement,2,,0,0,0,1,0,0,230
gupta_empire,Gupta Empire,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,203
gupta_empire,Gupta Empire,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,300
kamarupa_kingdom,Kamarupa Kingdom,chalukya_dynasty,Chalukya Dynasty (Badami),displacement,2,,0,0,0,1,0,0,-597
kamarupa_kingdom,Kamarupa Kingdom,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,-387
kamarupa_kingdom,Kamarupa Kingdom,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,-290
kamarupa_kingdom,Kamarupa Kingdom,western_chalukya,Western Chalukya Empire,displacement,2,,0,0,0,1,0,0,-167
kamarupa_kingdom,Kamarupa Kingdom,hoysala_dynasty,Hoysala Empire,displacement,2,,0,0,0,1,0,0,-134
chalukya_dynasty,Chalukya Dynasty (Badami),harsha_empire,Harsha Empire,displacement,2,,0,0,0,1,0,0,-151
harsha_empire,Harsha Empire,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,106
harsha_empire,Harsha Empire,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,203
pratihara_dynasty,Pratihara Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,-283
pratihara_dynasty,Pratihara Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,-186
pratihara_dynasty,Pratihara Dynasty,western_chalukya,Western Chalukya Empire,displacement,2,,0,0,0,1,0,0,-63
rashtrakuta_dynasty,Rashtrakuta Dynasty,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,88
rashtrakuta_dynasty,Rashtrakuta Dynasty,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,96
yadava_dynasty,Yadava Dynasty (Devagiri),sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-247
yadava_dynasty,Yadava Dynasty (Devagiri),gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-239
western_chalukya,Western Chalukya Empire,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-119
western_chalukya,Western Chalukya Empire,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-111
hoysala_dynasty,Hoysala Empire,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-276
hoysala_dynasty,Hoysala Empire,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-268
goktürk_khaganate,Göktürk Khaganate,khazar_khaganate,Khazar Khaganate,displacement,2,,0,0,0,1,0,0,-94
avar_khaganate,Avar Khaganate,khazar_khaganate,Khazar Khaganate,displacement,2,,0,0,0,1,0,0,-154
north_yuan,North Yuan,crimean_khanate,Crimean Khanate,displacement,2,,0,0,0,1,0,0,-194
north_yuan,North Yuan,kazakh_khanate,Kazakh Khanate,displacement,2,,0,0,0,1,0,0,-170
crimean_khanate,Crimean Khanate,kazakh_khanate,Kazakh Khanate,displacement,2,,0,0,0,1,0,0,-318
crimean_khanate,Crimean Khanate,mongolian_peoples_republic,Mongolian People's Republic,displacement,2,,0,0,0,1,0,0,141
kazakh_khanate,Kazakh Khanate,mongolian_peoples_republic,Mongolian People's Republic,displacement,2,,0,0,0,1,0,0,193
five_dynasties,Five Dynasties (North China),ten_kingdoms,Ten Kingdoms (South China),displacement,2,,0,0,0,1,0,0,-53
five_dynasties,Five Dynasties (North China),southern_song,Southern Song Dynasty,displacement,2,,0,0,0,1,0,0,167
rashidun_caliphate,Rashidun Caliphate,rustamid_dynasty,Rustamid Dynasty,displacement,2,,0,0,0,1,0,0,115
rashidun_caliphate,Rashidun Caliphate,idrisid_dynasty,Idrisid Dynasty,displacement,2,,0,0,0,1,0,0,127
rashidun_caliphate,Rashidun Caliphate,aghlabid_dynasty,Aghlabid Dynasty,displacement,2,,0,0,0,1,0,0,139
al_andalus,Al-Andalus,abbasid_caliphate,Abbasid Caliphate,displacement,2,,0,0,0,1,0,0,-742
al_andalus,Al-Andalus,rustamid_dynasty,Rustamid Dynasty,displacement,2,,0,0,0,1,0,0,-716
al_andalus,Al-Andalus,idrisid_dynasty,Idrisid Dynasty,displacement,2,,0,0,0,1,0,0,-704
al_andalus,Al-Andalus,aghlabid_dynasty,Aghlabid Dynasty,displacement,2,,0,0,0,1,0,0,-692
al_andalus,Al-Andalus,tulunid_dynasty,Tulunid Dynasty,displacement,2,,0,0,0,1,0,0,-624
al_andalus,Al-Andalus,fatimid_caliphate,Fatimid Caliphate,displacement,2,,0,0,0,1,0,0,-583
al_andalus,Al-Andalus,ikhshidid_dynasty,Ikhshidid Dynasty,displacement,2,,0,0,0,1,0,0,-557
al_andalus,Al-Andalus,zirid_dynasty,Zirid Dynasty,displacement,2,,0,0,0,1,0,0,-520
al_andalus,Al-Andalus,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,-365
al_andalus,Al-Andalus,ayyubid_sultanate,Ayyubid Sultanate,displacement,2,,0,0,0,1,0,0,-321
al_andalus,Al-Andalus,hafsid_dynasty,Hafsid Dynasty,displacement,2,,0,0,0,1,0,0,-263
al_andalus,Al-Andalus,marinid_dynasty,Marinid Dynasty,displacement,2,,0,0,0,1,0,0,-248
al_andalus,Al-Andalus,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,-242
al_andalus,Al-Andalus,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-207
al_andalus,Al-Andalus,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,-145
al_andalus,Al-Andalus,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,-77
al_andalus,Al-Andalus,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,57
al_andalus,Al-Andalus,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,111
al_andalus,Al-Andalus,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,139
abbasid_caliphate,Abbasid Caliphate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,89
abbasid_caliphate,Abbasid Caliphate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,246
rustamid_dynasty,Rustamid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,218
rustamid_dynasty,Rustamid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,displacement,2,,0,0,0,1,0,0,262
idrisid_dynasty,Idrisid Dynasty,tulunid_dynasty,Tulunid Dynasty,displacement,2,,0,0,0,1,0,0,-106
idrisid_dynasty,Idrisid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,153
idrisid_dynasty,Idrisid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,displacement,2,,0,0,0,1,0,0,197
idrisid_dynasty,Idrisid Dynasty,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,276
aghlabid_dynasty,Aghlabid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,218
aghlabid_dynasty,Aghlabid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,displacement,2,,0,0,0,1,0,0,262
tulunid_dynasty,Tulunid Dynasty,zirid_dynasty,Zirid Dynasty,displacement,2,,0,0,0,1,0,0,67
tulunid_dynasty,Tulunid Dynasty,almoravid_dynasty,Almoravid Dynasty,displacement,2,,0,0,0,1,0,0,135
tulunid_dynasty,Tulunid Dynasty,almohad_caliphate,Almohad Caliphate,displacement,2,,0,0,0,1,0,0,216
fatimid_caliphate,Fatimid Caliphate,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,114
fatimid_caliphate,Fatimid Caliphate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,176
fatimid_caliphate,Fatimid Caliphate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,244
ikhshidid_dynasty,Ikhshidid Dynasty,almoravid_dynasty,Almoravid Dynasty,displacement,2,,0,0,0,1,0,0,71
ikhshidid_dynasty,Ikhshidid Dynasty,almohad_caliphate,Almohad Caliphate,displacement,2,,0,0,0,1,0,0,152
ikhshidid_dynasty,Ikhshidid Dynasty,hafsid_dynasty,Hafsid Dynasty,displacement,2,,0,0,0,1,0,0,260
ikhshidid_dynasty,Ikhshidid Dynasty,marinid_dynasty,Marinid Dynasty,displacement,2,,0,0,0,1,0,0,275
zirid_dynasty,Zirid Dynasty,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,102
zirid_dynasty,Zirid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,137
zirid_dynasty,Zirid Dynasty,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,199
zirid_dynasty,Zirid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,267
almoravid_dynasty,Almoravid Dynasty,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,103
almoravid_dynasty,Almoravid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,138
almoravid_dynasty,Almoravid Dynasty,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,200
almoravid_dynasty,Almoravid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,268
almohad_caliphate,Almohad Caliphate,zangid_atabegate,Zangid Atabegate,displacement,2,,0,0,0,1,0,0,-142
almohad_caliphate,Almohad Caliphate,ayyubid_sultanate,Ayyubid Sultanate,displacement,2,,0,0,0,1,0,0,-98
almohad_caliphate,Almohad Caliphate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,78
almohad_caliphate,Almohad Caliphate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,146
almohad_caliphate,Almohad Caliphate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,235
zangid_atabegate,Zangid Atabegate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,97
zangid_atabegate,Zangid Atabegate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,165
zangid_atabegate,Zangid Atabegate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,254
zangid_atabegate,Zangid Atabegate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,299
ayyubid_sultanate,Ayyubid Sultanate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,87
ayyubid_sultanate,Ayyubid Sultanate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,155
ayyubid_sultanate,Ayyubid Sultanate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,244
ayyubid_sultanate,Ayyubid Sultanate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,289
hafsid_dynasty,Hafsid Dynasty,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,-324
hafsid_dynasty,Hafsid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-289
hafsid_dynasty,Hafsid Dynasty,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,-227
hafsid_dynasty,Hafsid Dynasty,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,-159
hafsid_dynasty,Hafsid Dynasty,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,-70
hafsid_dynasty,Hafsid Dynasty,kingdom_of_egypt,Kingdom of Egypt,displacement,2,,0,0,0,1,0,0,231
marinid_dynasty,Marinid Dynasty,mamluk_sultanate,Mamluk Sultanate,displacement,2,,0,0,0,1,0,0,-215
marinid_dynasty,Marinid Dynasty,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-180
marinid_dynasty,Marinid Dynasty,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,-118
marinid_dynasty,Marinid Dynasty,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,138
mamluk_sultanate,Mamluk Sultanate,ifat_sultanate,Ifat Sultanate,displacement,2,,0,0,0,1,0,0,-232
mamluk_sultanate,Mamluk Sultanate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,-170
mamluk_sultanate,Mamluk Sultanate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,-102
mamluk_sultanate,Mamluk Sultanate,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,86
mamluk_sultanate,Mamluk Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,114
ifat_sultanate,Ifat Sultanate,bahmani_sultanate,Bahmani Sultanate,displacement,2,,0,0,0,1,0,0,-68
ifat_sultanate,Ifat Sultanate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,89
ifat_sultanate,Ifat Sultanate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,134
ifat_sultanate,Ifat Sultanate,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,188
ifat_sultanate,Ifat Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,216
bahmani_sultanate,Bahmani Sultanate,adal_sultanate,Adal Sultanate,displacement,2,,0,0,0,1,0,0,-112
bahmani_sultanate,Bahmani Sultanate,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,76
bahmani_sultanate,Bahmani Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,104
bahmani_sultanate,Bahmani Sultanate,kingdom_of_egypt,Kingdom of Egypt,displacement,2,,0,0,0,1,0,0,278
adal_sultanate,Adal Sultanate,funj_sultanate,Funj Sultanate,displacement,2,,0,0,0,1,0,0,-73
adal_sultanate,Adal Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,54
adal_sultanate,Adal Sultanate,kingdom_of_egypt,Kingdom of Egypt,displacement,2,,0,0,0,1,0,0,228
funj_sultanate,Funj Sultanate,saadian_dynasty,Saadian Dynasty,displacement,2,,0,0,0,1,0,0,-272
funj_sultanate,Funj Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,-190
funj_sultanate,Funj Sultanate,kingdom_of_iraq,Kingdom of Iraq,displacement,2,,0,0,0,1,0,0,100
funj_sultanate,Funj Sultanate,saudi_arabia,Kingdom of Saudi Arabia,displacement,2,,0,0,0,1,0,0,111
funj_sultanate,Funj Sultanate,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,2,,0,0,0,1,0,0,125
funj_sultanate,Funj Sultanate,republic_of_egypt,Republic of Egypt,displacement,2,,0,0,0,1,0,0,131
funj_sultanate,Funj Sultanate,republic_of_iraq,Republic of Iraq,displacement,2,,0,0,0,1,0,0,137
saadian_dynasty,Saadian Dynasty,darfur_sultanate,Darfur Sultanate,displacement,2,,0,0,0,1,0,0,-56
saadian_dynasty,Saadian Dynasty,kingdom_of_egypt,Kingdom of Egypt,displacement,2,,0,0,0,1,0,0,146
saadian_dynasty,Saadian Dynasty,mahdist_state,Mahdist State,displacement,2,,0,0,0,1,0,0,226
saadian_dynasty,Saadian Dynasty,kingdom_of_iraq,Kingdom of Iraq,displacement,2,,0,0,0,1,0,0,262
saadian_dynasty,Saadian Dynasty,saudi_arabia,Kingdom of Saudi Arabia,displacement,2,,0,0,0,1,0,0,273
saadian_dynasty,Saadian Dynasty,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,2,,0,0,0,1,0,0,287
saadian_dynasty,Saadian Dynasty,republic_of_egypt,Republic of Egypt,displacement,2,,0,0,0,1,0,0,293
saadian_dynasty,Saadian Dynasty,republic_of_iraq,Republic of Iraq,displacement,2,,0,0,0,1,0,0,299
darfur_sultanate,Darfur Sultanate,alawite_dynasty,Alawite Dynasty (Morocco),displacement,2,,0,0,0,1,0,0,-285
darfur_sultanate,Darfur Sultanate,kingdom_of_egypt,Kingdom of Egypt,displacement,2,,0,0,0,1,0,0,-111
kingdom_of_egypt,Kingdom of Egypt,mahdist_state,Mahdist State,displacement,2,,0,0,0,1,0,0,-67
mahdist_state,Mahdist State,republic_of_egypt,Republic of Egypt,displacement,2,,0,0,0,1,0,0,54
mahdist_state,Mahdist State,republic_of_iraq,Republic of Iraq,displacement,2,,0,0,0,1,0,0,60
first_bulgarian_empire,First Bulgarian Empire,kievan_rus,Kievan Rus,displacement,2,,0,0,0,1,0,0,-136
kievan_rus,Kievan Rus,second_bulgarian_empire,Second Bulgarian Empire,displacement,2,,0,0,0,1,0,0,-55
kievan_rus,Kievan Rus,bosnian_kingdom,Bosnian Kingdom,displacement,2,,0,0,0,1,0,0,137
samanid_empire,Samanid Empire,buyid_dynasty,Buyid Dynasty,displacement,2,,0,0,0,1,0,0,-65
samanid_empire,Samanid Empire,seljuk_rum,Sultanate of Rum,displacement,2,,0,0,0,1,0,0,78
samanid_empire,Samanid Empire,delhi_sultanate,Delhi Sultanate,displacement,2,,0,0,0,1,0,0,207
saffarid_dynasty,Saffarid Dynasty,seljuk_rum,Sultanate of Rum,displacement,2,,0,0,0,1,0,0,74
saffarid_dynasty,Saffarid Dynasty,khwarazmian_empire,Khwarazmian Empire,displacement,2,,0,0,0,1,0,0,197
