id,name,parent_id,description,founded
babylonian_dialect,Babylonian dialect,east_semitic_group,,
bactrian,Bactrian,iranian_group,,
bai,Bai,tibeto_burman_branch,,
balinese,Balinese,western_malayo_polynesian_group_—_malay,,
baltic_branch,Baltic Branch,indo_european,,
baluchi_baloch,Baluchi / Baloch,iranian_group,,
bambara_mandinka,Bambara / Mandinka,mande_branch,,
bantu_branch,Bantu Branch,niger_congo,,
bashkir,Bashkir,kipchak_branch,,
basque_euskera,()Basque / Euskera,language_isolates,,
batsbi,Batsbi,nakh_branch,,
baule,Baule,kwa_branch,,
beja_bedawi,Beja / Bedawi,cushitic_branch,,
belarusian,Belarusian,east_slavic_group,,
bemba,Bemba,central_bantu_group,,
bengali,Bengali,indo_aryan_group,,
benue_congo_branch,Benue-Congo Branch,niger_congo,,
berber,Berber,afro_asiatic,,
bhojpuri,Bhojpuri,indo_aryan_group,,
biblical_hebrew,Biblical Hebrew,northwest_semitic_group,,
bikol,Bikol,western_malayo_polynesian_group_—_philippines,,
bislama,()Bislama,creoles_pidgins_mixed_languages,,
blackfoot,Blackfoot,algonquian_branch,,
brahui,Brahui,north_dravidian_branch,,
breton,Breton,brythonic,,
brythonic,Brythonic,celtic_branch,,
bulgarian,Bulgarian,south_slavic_group,,
bunu,Bunu,hmong_mien,,
burgundian,Burgundian,east_germanic_group,,
burmese,Burmese,tibeto_burman_branch,,
burushaski,()Burushaski,language_isolates,,
buryat,Buryat,mongolic,,
byzantine_greek,Byzantine Greek,ancient_classical_greek_group,,
cantonese,Cantonese,modern_chinese_group,,
carrier,Carrier,athabaskan_branch,,
catalan,Catalan,ibero_romance_group,,
catawba,Catawba,siouan_catawban,,
cayuga,Cayuga,iroquoian,,
cebuano,Cebuano,western_malayo_polynesian_group_—_philippines,,
celtiberian,Celtiberian,continental_celtic_group,,
celtic_branch,Celtic Branch,indo_european,,
central_bantu_group,Central Bantu Group,bantu_branch,,
central_dravidian_branch,Central Dravidian Branch,dravidian,,
central_sudanic_branch,Central Sudanic Branch,nilo_saharan,,
central_yupik,Central Yupik,eskimo,,
chadic_branch,Chadic Branch,afro_asiatic,,
chagatai,Chagatai,karluk_branch,,
chamorro,Chamorro,western_malayo_polynesian_group_—_other,,
chavacano,()Chavacano,creoles_pidgins_mixed_languages,,
chechen,Chechen,nakh_branch,,
cherokee,Cherokee,iroquoian,,
chewa_nyanja,Chewa / Nyanja,central_bantu_group,,
cheyenne,Cheyenne,algonquian_branch,,
chol,Chol,mayan,,
chukchi,Chukchi,chukchi_kamchatkan,,
chukchi_kamchatkan,CHUKCHI-KAMCHATKAN,,,
chuvash,Chuvash,oghur_branch,,
classic_maya,Classic Maya,mayan,,
classical_arabic,()Classical Arabic,south_semitic_group_—_arabic,,
classical_armenian_grabar,Classical Armenian / Grabar,armenian_branch,,
classical_chinese_literary,Classical Chinese / Literary,old_classical_group,,
classical_mongolian,Classical Mongolian,mongolic,,
classical_nahuatl,Classical Nahuatl,nahuatl_group,,
classical_sanskrit,()Classical Sanskrit,indo_aryan_group,,
classical_tibetan,Classical Tibetan,tibeto_burman_branch,,
comanche,Comanche,uto_aztecan_other,,
constructed_languages,CONSTRUCTED LANGUAGES,,,
continental_celtic_group,Continental Celtic Group,celtic_branch,,
coptic,Coptic,egyptian_branch,,
cornish,Cornish,brythonic,,
corsican,Corsican,gallo_romance_group,,
cree,Cree,algonquian_branch,,
creoles_pidgins_mixed_languages,"CREOLES, PIDGINS & MIXED LANGUAGES",,,
cross_river_branch,Cross River Branch,niger_congo,,
crow,Crow,siouan_catawban,,
cumbric,Cumbric,brythonic,,
curonian,Curonian,baltic_branch,,
cushitic_branch,Cushitic Branch,afro_asiatic,,
czech,Czech,west_slavic_group,,
dacian,Dacian,paleo_balkan_branch,,
dagara,Dagara,gur,,
dagur,Dagur,mongolic,,
dakota,Dakota,siouan_catawban,,
danish,Danish,north_germanic,,
dargin_branch,Dargin Branch,northeast_caucasian,,
dargwa_dargin,Dargwa / Dargin,dargin_branch,,
dari,Dari,iranian_group,,
delaware,Delaware,algonquian_branch,,
dene_chipewyan,Dene / Chipewyan,athabaskan_branch,,
dhivehi,Dhivehi,indo_aryan_group,,
dinka,Dinka,eastern_sudanic_branch,,
dongxiang_santa,Dongxiang / Santa,mongolic,,
dravidian,DRAVIDIAN,,,
dutch,Dutch,west_germanic_group,,
dyirbal,Dyirbal,australian,,
dyula,Dyula,mande_branch,,
dzongkha,Dzongkha,tibeto_burman_branch,,
east_bantu_group,East Bantu Group,bantu_branch,,
east_germanic_group,East Germanic Group,germanic_branch,,
east_semitic_group,East Semitic Group,semitic_branch,,
east_slavic_group,East Slavic Group,slavic_branch,,
eastern_romance_group,Eastern Romance Group,italic_branch,,
eastern_sudanic_branch,Eastern Sudanic Branch,nilo_saharan,,
eblaite,Eblaite,east_semitic_group,,
efik_ibibio,Efik / Ibibio,cross_river_branch,,
egyptian_branch,Egyptian Branch,afro_asiatic,,
elamite,()Elamite,language_isolates,,
enets,Enets,samoyedic_branch,,
english,English,west_germanic_group,,
erzya,Erzya,mordvinic_branch,,
eskimo,Eskimo,eskimo_aleut,,
eskimo_aleut,ESKIMO-ALEUT,,,
esperanto,()Esperanto,constructed_languages,,
estonian,Estonian,finnic_branch,,
etruscan,()Etruscan,language_isolates,,
even_lamut,Even / Lamut,northern_group,,
evenki,Evenki,northern_group,,
ewe,Ewe,kwa_branch,,
eyak,Eyak,eyak_branch,,
eyak_branch,Eyak Branch,na_dene,,
faroese,Faroese,north_germanic,,
fijian,Fijian,oceanic_group,,
finnic_branch,Finnic Branch,uralic,,
finnish,Finnish,finnic_branch,,
flemish,Flemish,west_germanic_group,,
fon,Fon,kwa_branch,,
formosan_branch,Formosan Branch,austronesian,,
french,French,gallo_romance_group,,
frisian,Frisian,west_germanic_group,,
friulian,Friulian,rhaeto_romance_group,,
fula_fulani_fulfulde,Fula / Fulani / Fulfulde,atlantic_branch,,
gagauz,Gagauz,oghuz_branch,,
galatian,Galatian,continental_celtic_group,,
galician,Galician,ibero_romance_group,,
galindian,Galindian,baltic_branch,,
gallo_romance_group,Gallo-Romance Group,italic_branch,,
gamo,Gamo,omotic_branch,,
gan,Gan,modern_chinese_group,,
ganda_luganda,Ganda / Luganda,east_bantu_group,,
gaulish,Gaulish,continental_celtic_group,,
ge'ez_classical_ethiopic,Ge'ez / Classical Ethiopic,south_semitic_group_—_ethiopian,,
georgian,Georgian,kartvelian,,
gepidic,Gepidic,east_germanic_group,,
german,German,west_germanic_group,,
germanic_branch,Germanic Branch,indo_european,,
gilaki,Gilaki,iranian_group,,
goidelic,Goidelic,celtic_branch,,
gondi,Gondi,central_dravidian_branch,,
gothic,Gothic,east_germanic_group,,
greenlandic,Greenlandic,eskimo,,
greenlandic_norse,Greenlandic Norse,north_germanic,,
guaraní,Guaraní,tupian,,
gujarati,Gujarati,indo_aryan_group,,
gur,Gur,niger_congo,,
gurma,Gurma,gur,,
gwich'in,Gwich'in,athabaskan_branch,,
hadza,Hadza,khoisan_khoe_kwadi,,
haitian_creole,()Haitian Creole,creoles_pidgins_mixed_languages,,
hakka,Hakka,modern_chinese_group,,
harari,Harari,south_semitic_group_—_ethiopian,,
hattic,()Hattic,language_isolates,,
hausa,Hausa,chadic_branch,,
hawaiian,Hawaiian,oceanic_group,,
hellenic_branch,Hellenic Branch,indo_european,,
hiligaynon_ilonggo,Hiligaynon / Ilonggo,western_malayo_polynesian_group_—_philippines,,
hill_mari,Hill Mari,mari_branch,,
hindi_urdu,Hindi / Urdu,indo_aryan_group,,
hittite,Hittite,anatolian_branch,,
hlai_li,Hlai / Li,kadai_kra_branch,,
hmong,Hmong,hmong_mien,,
hmong_mien,HMONG-MIEN,,,
ho,Ho,munda_branch,,
hopi,Hopi,uto_aztecan_other,,
hungarian,Hungarian,ugric_branch,,
hunnic_bulgar,Hunnic / Bulgar,oghur_branch,,
hurrian,()Hurrian,language_isolates,,
ibero_romance_group,Ibero-Romance Group,italic_branch,,
icelandic,Icelandic,north_germanic,,
ido,()Ido,constructed_languages,,
igala,Igala,yoruboid_branch,,
igbo,Igbo,igboid_branch,,
igboid_branch,Igboid Branch,niger_congo,,
illyrian,Illyrian,albanian_branch,,
ilocano,Ilocano,western_malayo_polynesian_group_—_philippines,,
inari_sami,Inari Sami,samic_branch,,
indo_aryan_group,Indo-Aryan Group,indo_iranian_branch,,
indo_european,INDO-EUROPEAN,,,
indo_iranian_branch,Indo-Iranian Branch,indo_european,,
ingrian,Ingrian,finnic_branch,,
ingush,Ingush,nakh_branch,,
interlingua,()Interlingua,constructed_languages,,
inuktitut,Inuktitut,eskimo,,
iranian_group,Iranian Group,indo_iranian_branch,,
irish,Irish,goidelic,,
iroquoian,IROQUOIAN,,,
italian,Italian,italo_dalmatian_group,,
italic_branch,Italic Branch,indo_european,,
italo_dalmatian_group,Italo-Dalmatian Group,italic_branch,,
itelmen_kamchadal,Itelmen / Kamchadal,chukchi_kamchatkan,,
itsekiri,Itsekiri,yoruboid_branch,,
iu_mien,Iu Mien,hmong_mien,,
jamaican_patois,Jamaican Patois,creoles_pidgins_mixed_languages,,
japanese,Japanese,japonic,,
japonic,JAPONIC,,,
jaqaru,Jaqaru,aymaran,,
javanese,Javanese,western_malayo_polynesian_group_—_malay,,
jingpho_kachin,Jingpho / Kachin,tibeto_burman_branch,,
jukun,Jukun,benue_congo_branch,,
jurchen,Jurchen,southern_group,,
k'iche'_quiché,K'iche' / Quiché,mayan,,
kabardian,Kabardian,northwest_caucasian,,
kabyle,Kabyle,berber,,
kadai_kra_branch,Kadai / Kra Branch,tai_kadai,,
kannada,Kannada,south_dravidian_branch,,
kanuri,Kanuri,kanuri_saharan_branch,,
kanuri_saharan_branch,Kanuri-Saharan Branch,nilo_saharan,,
kaqchikel,Kaqchikel,mayan,,
karachay_balkar,Karachay-Balkar,kipchak_branch,,
karakalpak,Karakalpak,kipchak_branch,,
karelian,Karelian,finnic_branch,,
karluk_branch,Karluk Branch,turkic,,
kartvelian,KARTVELIAN,,,
kashmiri,Kashmiri,indo_aryan_group,,
kashubian,Kashubian,west_slavic_group,,
kawki,Kawki,aymaran,,
kazakh,Kazakh,kipchak_branch,,
khakas,Khakas,siberian_branch,,
khanty_ostyak,Khanty / Ostyak,ugric_branch,,
khazar,Khazar,oghur_branch,,
khitan,Khitan,mongolic,Language of the Khitan Liao dynasty,
khmer,Khmer,khmer_group,,
khmer_group,Khmer Group,mon_khmer_branch,,
khoisan_khoe_kwadi,KHOISAN / KHOE-KWADI,,,
kikuyu,Kikuyu,east_bantu_group,,
kinyarwanda,Kinyarwanda,east_bantu_group,,
kipchak_branch,Kipchak Branch,turkic,,
kirundi,Kirundi,east_bantu_group,,
kituba,Kituba,creoles_pidgins_mixed_languages,,
kodava,Kodava,south_dravidian_branch,,
koine_greek,Koine Greek,ancient_classical_greek_group,,
kolami,Kolami,central_dravidian_branch,,
komi,Komi,permic_branch,,
kongo,Kongo,central_bantu_group,,
korean,Korean,koreanic,,
koreanic,KOREANIC,,,
koryak,Koryak,chukchi_kamchatkan,,
kra_gelao,Kra / Gelao,kadai_kra_branch,,
kumyk,Kumyk,kipchak_branch,,
kurdish,Kurdish,iranian_group,,
kurukh_oraon,Kurukh / Oraon,north_dravidian_branch,,
kutenai,()Kutenai,language_isolates,,
kwa_branch,Kwa Branch,niger_congo,,
kyrgyz,Kyrgyz,kipchak_branch,,
ladakhi,Ladakhi,tibeto_burman_branch,,
ladin,Ladin,rhaeto_romance_group,,
ladino_judeo_spanish,Ladino / Judeo-Spanish,ibero_romance_group,,
lak,Lak,lak_branch,,
lak_branch,Lak Branch,northeast_caucasian,,
lakota_sioux,Lakota / Sioux,siouan_catawban,,
language_isolates,LANGUAGE ISOLATES,,,
lao,Lao,tai_branch,,
late_egyptian_demotic,Late Egyptian / Demotic,egyptian_branch,,
latin,Latin,latin_group,,
latin_group,Latin Group,italic_branch,,
latvian,Latvian,baltic_branch,,
laz,Laz,kartvelian,,
lezgian,Lezgian,lezgic_branch,,
lezgic_branch,Lezgic Branch,northeast_caucasian,,
ligurian,Ligurian,gallo_romance_group,,
lingala,Lingala,central_bantu_group,,
lithuanian,Lithuanian,baltic_branch,,
livonian,Livonian,finnic_branch,,
lombard,Lombard,gallo_romance_group,,
low_german,Low German,west_germanic_group,,
lower_sorbian,Lower Sorbian,west_slavic_group,,
lugbara,Lugbara,central_sudanic_branch,,
luhya,Luhya,east_bantu_group,,
luiseño,Luiseño,uto_aztecan_other,,
lule_sami,Lule Sami,samic_branch,,
luo_acholi,Luo / Acholi,eastern_sudanic_branch,,
luwian,Luwian,anatolian_branch,,
luxembourgish,Luxembourgish,west_germanic_group,,
lycian,Lycian,anatolian_branch,,
lydian,Lydian,anatolian_branch,,
maasai,Maasai,nilotic,,
macedonian,Macedonian,south_slavic_group,,
madurese,Madurese,western_malayo_polynesian_group_—_malay,,
magahi,Magahi,indo_aryan_group,,
maithili,Maithili,indo_aryan_group,,
malagasy,Malagasy,western_malayo_polynesian_group_—_other,,
malay_indonesian,Malay / Indonesian,western_malayo_polynesian_group_—_malay,,
malayalam,Malayalam,south_dravidian_branch,,
malayo_polynesian_branch,Malayo-Polynesian Branch,austronesian,,
maltese,Maltese,northwest_semitic_group,,
mam,Mam,mayan,,
manchu,Manchu,southern_group,,
mandan,Mandan,siouan_catawban,,
mandarin,Mandarin,modern_chinese_group,,
mande_branch,Mande Branch,niger_congo,,
mangbetu,Mangbetu,central_sudanic_branch,,
manipuri_meitei,Manipuri / Meitei,tibeto_burman_branch,,
mansi_vogul,Mansi / Vogul,ugric_branch,,
manx,Manx,goidelic,,
maori,Maori,oceanic_group,,
marathi,Marathi,indo_aryan_group,,
mari_branch,Mari Branch,uralic,,
mayan,MAYAN,,,
mazanderani,Mazanderani,iranian_group,,
meadow_mari,Meadow Mari,mari_branch,,
median,Median,iranian_group,Old Iranian language of the Median kingdom,
megleno_romanian,Megleno-Romanian,eastern_romance_group,,
mi'kmaq,Mi'kmaq,algonquian_branch,,
middle_chinese,Middle Chinese,old_classical_group,,
middle_egyptian,Middle Egyptian,egyptian_branch,,
middle_english,Middle English,west_germanic_group,,
middle_high_german,Middle High German,west_germanic_group,,
middle_japanese,Middle Japanese,japonic,,
middle_korean,Middle Korean,koreanic,,
middle_mongolian,Middle Mongolian,mongolic,,
middle_persian_pahlavi,Middle Persian / Pahlavi,iranian_group,,
min_bei,Min Bei,modern_chinese_group,,
min_nan,Min Nan,modern_chinese_group,,
minangkabau,Minangkabau,western_malayo_polynesian_group_—_malay,,
mingrelian,Mingrelian,kartvelian,,
minoan_linear_a,()Minoan / Linear A,language_isolates,,
mirandese,Mirandese,ibero_romance_group,,
mishnaic_hebrew,Mishnaic Hebrew,northwest_semitic_group,,
mixtec,Mixtec,other_south_american_families,,
moabite,Moabite,northwest_semitic_group,,
modern_chinese_group,Modern Chinese Group,sinitic,,
modern_greek,Modern Greek,modern_greek_group,,
modern_greek_group,Modern Greek Group,hellenic_branch,,
modern_hebrew,Modern Hebrew,northwest_semitic_group,,
modern_nahuatl_dialects,Modern Nahuatl dialects,nahuatl_group,,
modern_standard_arabic,Modern Standard Arabic,south_semitic_group_—_arabic,,
mohawk,Mohawk,iroquoian,,
moksha,Moksha,mordvinic_branch,,
mon,Mon,mon_group,,
mon_group,Mon Group,mon_khmer_branch,,
mon_khmer_branch,Mon-Khmer Branch,austroasiatic,,
mongolian,Mongolian,mongolic,,
mongolic,MONGOLIC,,,
monguor_tu,Monguor / Tu,mongolic,,
mordvinic_branch,Mordvinic Branch,uralic,,
mossi_mooré,Mossi / Mooré,gur,,
munda_branch,Munda Branch,austroasiatic,,
mundari,Mundari,munda_branch,,
murrinh_patha,Murrinh-Patha,australian,,
mycenaean_greek,Mycenaean Greek,ancient_classical_greek_group,,
na_dene,NA-DENE,,,
nahuatl_group,Nahuatl Group,uto_aztecan,,
nakh_branch,Nakh Branch,northeast_caucasian,,
nama_khoekhoe,Nama / Khoekhoe,khoisan_khoe_kwadi,,
nanai,Nanai,southern_group,,
navajo,Navajo,athabaskan_branch,,
naxi_nakhi,()Naxi / Nakhi,language_isolates,,
ndebele,Ndebele,southeast_bantu_group,,
neapolitan,Neapolitan,italo_dalmatian_group,,
nenets,Nenets,samoyedic_branch,,
nepali,Nepali,indo_aryan_group,,
new_persian_farsi,New Persian / Farsi,iranian_group,,
nganasan,Nganasan,samoyedic_branch,,
nguni_dialects,Nguni dialects,southern_bantu_group,,
niger_congo,NIGER-CONGO,,,
nilo_saharan,NILO-SAHARAN,,,
nilotic,Nilotic,nilo_saharan,,
nivkh,()Nivkh,language_isolates,,
nobiin,Nobiin,nubian_branch,,
nogai,Nogai,kipchak_branch,,
norman,Norman,gallo_romance_group,,
north_dravidian_branch,North Dravidian Branch,dravidian,,
north_germanic,North Germanic,germanic_branch,,
northeast_caucasian,NORTHEAST CAUCASIAN,,,
northern_group,Northern Group,tungusic,,
northern_sami,Northern Sami,samic_branch,,
northern_thai,Northern Thai,tai_branch,,
northwest_caucasian,NORTHWEST CAUCASIAN,,,
northwest_semitic_group,Northwest Semitic Group,semitic_branch,,
norwegian,Norwegian,north_germanic,,
nubian_branch,Nubian Branch,nilo_saharan,,
nuer,Nuer,eastern_sudanic_branch,,
occitan_provençal,Occitan / Provençal,gallo_romance_group,,
oceanic_group,Oceanic Group,malayo_polynesian_branch,,
odia_oriya,Odia / Oriya,indo_aryan_group,,
oghur_branch,Oghur Branch,turkic,,
oghuz_branch,Oghuz Branch,turkic,,
oirat_kalmyk,Oirat / Kalmyk,mongolic,,
ojibwe_anishinaabe,Ojibwe / Anishinaabe,algonquian_branch,,
old_anatolian_turkish,Old Anatolian Turkish,oghuz_branch,,
old_arabic,Old Arabic,south_semitic_group_—_arabic,,
old_bulgarian,Old Bulgarian,south_slavic_group,,
old_chinese,Old Chinese,old_classical_group,,
old_church_slavonic,Old Church Slavonic,south_slavic_group,,
old_classical_group,Old / Classical Group,sinitic,,
old_czech,Old Czech,west_slavic_group,,
old_dutch,Old Dutch,west_germanic_group,,
old_east_slavic,Old East Slavic,east_slavic_group,,
old_egyptian,Old Egyptian,egyptian_branch,,
old_english_anglo_saxon,Old English / Anglo-Saxon,west_germanic_group,,
old_french,Old French,gallo_romance_group,,
old_high_german,Old High German,west_germanic_group,,
old_irish,Old Irish,goidelic,,
old_japanese,Old Japanese,japonic,,
old_khmer,Old Khmer,khmer_group,,
old_kipchak_cuman,Old Kipchak / Cuman,kipchak_branch,,
old_korean,Old Korean,koreanic,,
old_libyan_tifinagh,Old Libyan / Tifinagh,berber,,
old_malay,Old Malay,western_malayo_polynesian_group_—_malay,,
old_mon,Old Mon,mon_group,,
old_norse,Old Norse,north_germanic,,
old_nubian,Old Nubian,nubian_branch,,
old_persian,Old Persian,iranian_group,,
old_prussian,Old Prussian,baltic_branch,,
old_south_arabian,Old South Arabian,semitic_branch,Epigraphic South Arabian languages of ancient Yemen,
old_spanish,Old Spanish,ibero_romance_group,,
old_tamil,Old Tamil,south_dravidian_branch,,
old_thai_sukhothai,Old Thai / Sukhothai,tai_branch,,
old_tupi,Old Tupi,tupian,,
old_turkic_orkhon_runic,Old Turkic / Orkhon Runic,siberian_branch,,
old_uyghur,Old Uyghur,karluk_branch,,
old_vietnamese,Old Vietnamese,vietic_group,,
omotic_branch,Omotic Branch,afro_asiatic,,
oneida,Oneida,iroquoian,,
onondaga,Onondaga,iroquoian,,
oracle_bone_script_chinese,Oracle Bone Script Chinese,old_classical_group,,
ordos,Ordos,mongolic,,
oromo,Oromo,cushitic_branch,,
osage,Osage,siouan_catawban,,
oscan,Oscan,latin_group,,
ossetian,Ossetian,iranian_group,,
other_mon_khmer,Other Mon-Khmer,mon_khmer_branch,,
other_south_american_families,OTHER SOUTH AMERICAN FAMILIES,,,
otomi,Otomi,other_south_american_families,,
ottoman_turkish,Ottoman Turkish,oghuz_branch,,
paiwan,Paiwan,formosan_branch,,
palaic,Palaic,anatolian_branch,,
palaung,Palaung,other_mon_khmer,,
paleo_balkan_branch,Paleo-Balkan Branch,indo_european,,
pali,Pali,indo_aryan_group,,
pampangan_kapampangan,Pampangan / Kapampangan,western_malayo_polynesian_group_—_philippines,,
pangasinan,Pangasinan,western_malayo_polynesian_group_—_philippines,,
papiamento,Papiamento,creoles_pidgins_mixed_languages,,
parthian,Parthian,iranian_group,,
pashto,Pashto,iranian_group,,
pedi_northern_sotho,Pedi / Northern Sotho,southeast_bantu_group,,
pennsylvania_dutch,Pennsylvania Dutch,west_germanic_group,,
permic_branch,Permic Branch,uralic,,
phoenician_punic,Phoenician / Punic,northwest_semitic_group,,
phrygian,Phrygian,paleo_balkan_branch,,
pictish,()Pictish,language_isolates,,
piedmontese,Piedmontese,gallo_romance_group,,
pima_o'odham,Pima / O'odham,uto_aztecan_other,,
pitjantjatjara,Pitjantjatjara,australian,,
polish,Polish,west_slavic_group,,
portuguese,Portuguese,ibero_romance_group,,
prakrit_dialects,Prakrit dialects,indo_aryan_group,,
proto_finnic,Proto-Finnic,finnic_branch,,
proto_kartvelian,Proto-Kartvelian,kartvelian,,
proto_mayan,Proto-Mayan,mayan,,
proto_norse,Proto-Norse,north_germanic,,
proto_oceanic,Proto-Oceanic,oceanic_group,,
proto_pama_nyungan,Proto-Pama-Nyungan,australian,,
proto_tai,Proto-Tai,tai_branch,,
proto_ugric,Proto-Ugric,ugric_branch,,
punjabi,Punjabi,indo_aryan_group,,
q'anjob'al,Q'anjob'al,mayan,,
qashqai,Qashqai,oghuz_branch,,
quechua,Quechua,quechuan,,
quechuan,QUECHUAN,,,
quiché,Quiché,other_south_american_families,,
rapa_nui_easter_island,Rapa Nui / Easter Island,oceanic_group,,
rhaeto_romance_group,Rhaeto-Romance Group,italic_branch,,
riffian,Riffian,berber,,
romani,Romani,indo_aryan_group,,
romanian,Romanian,eastern_romance_group,,
romansh,Romansh,rhaeto_romance_group,,
russian,Russian,east_slavic_group,,
rusyn,Rusyn,east_slavic_group,,
rutul,Rutul,lezgic_branch,,
ryukyuan,Ryukyuan,oceanic_group,,
ryukyuan_languages,Ryukyuan languages,japonic,,
saka,Saka,iranian_group,,
sakha_yakut,Sakha / Yakut,siberian_branch,,
samic_branch,Samic Branch,uralic,,
samoan,Samoan,oceanic_group,,
samoyedic_branch,Samoyedic Branch,uralic,,
sandawe,Sandawe,khoisan_khoe_kwadi,,
sango,()Sango,creoles_pidgins_mixed_languages,,
santali,Santali,munda_branch,,
sardinian,Sardinian,italo_dalmatian_group,,
scots,Scots,west_germanic_group,,
scottish_gaelic,Scottish Gaelic,goidelic,,
scythian,Scythian,iranian_group,,
selkup,Selkup,samoyedic_branch,,
semitic_branch,Semitic Branch,afro_asiatic,,
seneca,Seneca,iroquoian,,
serbo_croatian,Serbo-Croatian,south_slavic_group,,
serer,Serer,atlantic_branch,,
shan,Shan,tai_branch,,
shawnee,Shawnee,algonquian_branch,,
shona,Shona,east_bantu_group,,
shor,Shor,siberian_branch,,
shoshone,Shoshone,uto_aztecan_other,,
siberian_branch,Siberian Branch,turkic,,
siberian_yupik,Siberian Yupik,eskimo,,
sicilian,Sicilian,italo_dalmatian_group,,
sidama,Sidama,cushitic_branch,,
sindhi,Sindhi,indo_aryan_group,,
sinhalese,Sinhalese,indo_aryan_group,,
sinitic,Sinitic,sino_tibetan,,
sino_tibetan,SINO-TIBETAN,,,
siouan_catawban,SIOUAN-CATAWBAN,,,
skolt_sami,Skolt Sami,samic_branch,,
slavic_branch,Slavic Branch,indo_european,,
slovak,Slovak,west_slavic_group,,
slovenian,Slovenian,south_slavic_group,,
sogdian,Sogdian,iranian_group,,
somali,Somali,cushitic_branch,,
somali_arabic,Somali Arabic,south_semitic_group_—_ethiopian,,
songhay_branch,Songhay Branch,nilo_saharan,,
songhay_zarma,Songhay / Zarma,songhay_branch,,
soninke,Soninke,mande_branch,,
sora,Sora,munda_branch,,
sotho,Sotho,southeast_bantu_group,,
south_central_dravidian_branch,South-Central Dravidian Branch,dravidian,,
south_dravidian_branch,South Dravidian Branch,dravidian,,
south_semitic_group_—_arabic,South Semitic Group — Arabic,semitic_branch,,
south_semitic_group_—_ethiopian,South Semitic Group — Ethiopian,semitic_branch,,
south_slavic_group,South Slavic Group,slavic_branch,,
southeast_bantu_group,Southeast Bantu Group,bantu_branch,,
southern_bantu_group,Southern Bantu Group,bantu_branch,,
southern_group,Southern Group,tungusic,,
southern_quechua,Southern Quechua,quechuan,,
southern_sami,Southern Sami,samic_branch,,
spanish,Spanish,ibero_romance_group,,
sumerian,()Sumerian,language_isolates,,
sundanese,Sundanese,western_malayo_polynesian_group_—_malay,,
susu,Susu,mande_branch,,
svan,Svan,kartvelian,,
swahili,Swahili,east_bantu_group,,
swazi,Swazi,southern_bantu_group,,
swedish,Swedish,north_germanic,,
syriac,Syriac,northwest_semitic_group,,
taa_!xóõ,Taa / !Xóõ,khoisan_khoe_kwadi,,
tabasaran,Tabasaran,lezgic_branch,,
tachelhit_shilha,Tachelhit / Shilha,berber,,
tagalog_filipino,Tagalog / Filipino,western_malayo_polynesian_group_—_philippines,,
tahitian,Tahitian,oceanic_group,,
tai_branch,Tai Branch,tai_kadai,,
tai_dam,Tai Dam,tai_branch,,
tai_kadai,TAI-KADAI,,,
tajik,Tajik,iranian_group,,
tamazight,Tamazight,berber,,
tamil,Tamil,south_dravidian_branch,,
